lmin,iters
0.06934748162849916,391
0.84731056949895,15
0.31260565939820084,76
0.050143685617040024,542
0.8410567097023129,15
0.30016548500681856,81
0.16663463952251445,156
0.8483255991552274,15
0.24310328655391428,102
0.06430986418345487,414
0.8469223250919946,15
0.23658045629173513,103
0.05825367762650459,468
0.8559446751428319,15
0.27164289932240393,93
0.15211629105909497,172
0.8521723654278869,15
0.2725388561258496,87
0.049574060080027585,563
0.8483030079255773,14
0.27679140915603984,87
0.08175282402486697,321
0.8559529615424097,14
0.4555952475783382,47
0.05106548563101414,546
0.854595616774273,14
0.3190733616847081,76
0.05098259922512151,534
0.8635751255524003,14
0.2781877997459201,89
0.13753877521850683,190
0.8489406894582059,15
0.3123418064890332,75
0.11989106467190577,210
0.8650724678153703,14
0.2279783569496724,112
0.06407643693725205,366
0.857549073871514,14
0.25140916003732316,99
0.12268692615811463,216
0.8553474462979038,14
0.3007429696590579,77
0.07166123224626626,383
0.8593772521359684,14
0.2581067338120291,95
0.10316482843087377,250
0.8688059771316808,13
0.22801441475177603,112
0.04870576544357953,560
0.8524758550714002,15
0.3041207674390062,80
0.28863137370786696,83
0.825045210842405,16
0.23838666393860902,105
0.06845798254077912,377
0.8479845615383919,15
0.28896373465895975,86
0.0838534428602687,313
0.8435520382825641,15
0.22458512747441817,111
0.08264827734309538,307
0.8607314092752719,14
0.227645552482417,108
0.10387670806209742,270
0.8650203777030774,14
0.3452928187872669,68
0.23366192895805277,111
0.8562174649377634,15
0.2225804698374345,115
0.1330023135057296,200
0.8604293503867825,14
0.22908034762262114,108
0.10500311826530319,260
0.8496176651678635,15
0.29098355030944967,84
0.0968280144666813,270
0.8598410971278344,14
0.29772769763407925,83
0.08944426682520257,282
0.8654158000676451,14
0.3205063122009101,75
0.22392139611163792,114
0.8603994961057211,14
0.25470493200374444,98
0.05269907086354206,516
0.8500743697505772,15
0.2415867686445411,102
0.04799759216039604,563
0.8576596967434295,15
0.31613345952653826,75
0.042424355992741025,665
0.8630375123409814,14
0.3176668812260274,75
0.07278931289137053,373
0.8530204651068369,14
0.3282630779905548,68
0.1358658132070706,199
0.8561416539570669,14
0.2118787050985949,112
0.050321921692362256,520
0.8404648831202864,15
0.25569767726869586,97
0.055782351933105226,468
0.8583517231214944,14
0.24114029712872642,106
0.08868645923601931,293
0.8351850239672589,15
0.3126567547369098,75
0.0543557765820004,503
0.8567205808348439,14
0.23280210696762665,108
0.071919545119489,377
0.8522441742706084,15
